,failed_albums
11737,It Might As Well Be Swing Frank Sinatra & Count Basie
11738,Hold What You've Got Joe Tex
11739,I Had A Ball Original Cast
11740,The Manfred Mann Album Manfred Mann
11741,Jazz Impressions Of New York The Dave Brubeck Quartet
11742,More Of Roy Orbison's Greatest Hits Roy Orbison
11743,The Barbra Streisand Album Barbra Streisand
11744,Hawaii Tattoo The Waikikis
11745,I Don't Want To See You Again Peter And Gordon
11746,This Is Us The Searchers
11747,Runnin' Out Of Fools Aretha Franklin
11748,The Best Of Peter Nero Peter Nero
11749,The Good Life With The Drifters The Drifters
11750,Pearly Shells Burl Ives
11751,Surfer Girl The Beach Boys
11752,Oliver! Original Cast
11753,Live! The Ike & Tina Turner Show Ike & Tina Turner
11754,Glad All Over The Dave Clark Five
11755,The Kennedy Wit (narrated by David Brinkley) John Fitzgerald Kennedy
11756,It Hurts To Be In Love Gene Pitney
11757,The Animals The Animals
11758,"Oldies But Goodies, Vol. 7 Various Artists"
11759,The Best Of Sam Cooke Sam Cooke
11760,American Tour The Dave Clark Five
11761,The Unsinkable Molly Brown Soundtrack
11762,This Is Love Johnny Mathis
11763,Hawaii Tattoo Martin Denny and His Orchestra
11764,Memories Of America / Ode To The Little Brown Shack Out Back Billy Edd Wheeler
11765,Songs You Won't Forget Peter Nero
11766,Bajour Original Cast
11767,Hits Made Famous By Elvis Presley The Hollyridge Strings
11768,Blue Rabbit Johnny Hodges
11769,So Tenderly John Gary
11770,Surfin' U.S.A. The Beach Boys
11771,The Little Old Lady From Pasadena Jan & Dean
11772,Peter And The Commissar Allan Sherman
11773,My Kind Of Folk Songs Gale Garnett
11774,England's Newest Hit Makers/The Rolling Stones The Rolling Stones
11775,Ride The Wild Surf Jan & Dean
11776,She Understands Me Johnny Tillotson
11777,The Golden Millions Lawrence Welk
11778,...Presenting The Fabulous Ronettes Featuring Veronica The Ronettes
11779,Last Kiss J. Frank Wilson and The Cavaliers
11780,From Hello Dolly To Goodbye Charlie Bobby Darin
11781,Discotheque Dance...Dance...Dance Enoch Light & The Light Brigade
11782,Pete's Place Pete Fountain
11783,The Best Of Buck Owens Buck Owens
11784,The Jerk The Larks
11785,Ben Franklin In Paris Original Cast
11786,Amor Eydie Gorme
11787,"Ramblin' Featuring Green, Green The New Christy Minstrels"
11788,Bread & Butter The Newbeats
11789,I'm On The Outside (Looking In) Little Anthony And The Imperials
11790,The Chipmunks Sing The Beatles Hits The Chipmunks
11791,The Second Barbra Streisand Album Barbra Streisand
11792,Going Baroque Swingle Singers
11793,My Fair Lady Ferrante & Teicher
11794,Al-Di-La And Other Extra-Special Songs For Young Lovers Ray Charles Singers
11795,The Latin Album Trini Lopez
11796,Rag Doll The 4 Seasons
11797,Where Love Has Gone Jack Jones
11798,Bitter Tears (Ballads Of The American Indian) Johnny Cash
11799,Without You Robert Goulet
11800,Land Of Giants The New Christy Minstrels
11801,Live! In Las Vegas Sandy Nelson
11802,Be My Love Jerry Vale
11803,Make Way For Dionne Warwick Dionne Warwick
11804,The New Ebb Tide Frank Chacksfield And His Orch.
11805,St. Louis To Liverpool Chuck Berry
11806,The Slightly Irreverent Mitchell Trio The Chad Mitchell Trio
11807,Take Your Shoes Off with the Serendipity Singers The Serendipity Singers
11808,Catch A Rising Star John Gary
11809,Oscar Peterson Trio + One Oscar Peterson Trio
11810,Gerry & The Pacemakers Second Album Gerry And The Pacemakers
11811,Topkapi Soundtrack
11812,Invisible Tears The Johnny Mann Singers
11813,Under The Boardwalk The Drifters
11814,Liza! Liza! Liza Minnelli
11815,The Ramsey Lewis Trio At The Bohemian Caverns Ramsey Lewis
11816,G.T.O. Ronny And The Daytonas
11817,"Songs, Pictures And Stories Of The Fabulous Beatles The Beatles"
11818,I Don't Care Buck Owens
11819,Man From Two Worlds Chico Hamilton
11820,Introducing...The Beatles The Beatles
11821,Here Are The Honeycombs The Honeycombs
11822,My Fair Lady Andre Previn
11823,Together Again / My Heart Skips A Beat Buck Owens
11824,Come A Little Bit Closer Jay & The Americans
11825,Moonlight And Roses Jim Reeves
11826,Encore John Gary
11827,Saturday Night At The Uptown Various Artists
11828,Joan Baez In Concert Joan Baez
11829,The Beach Boys Song Book The Hollyridge Strings
11830,Early Orbison Roy Orbison
11831,Wives And Lovers Jack Jones
11832,Whistle Stopping With Jonathan Winters Jonathan Winters
11833,"Shut Down, Volume 2 The Beach Boys"
11834,In The Misty Moonlight Jerry Wallace
11835,"Today, Tomorrow, Forever Nancy Wilson"
11836,Go Little Honda The Hondells
11837,Dracula's Greatest Hits Various Artists
11838,Dusty Dusty Springfield
11839,Girl Talk Lesley Gore
11840,Have A Smile With Me Ray Charles
11841,Delicious Together Jerry Butler
11842,With A Taste Of Honey Morgana King
11843,I Love You More And More Every Day/Tears And Roses Al Martino
11844,Bill Black's Combo Goes Big Band Bill Black's Combo
11845,Jumpin' Gene Simmons Jumpin' Gene Simmons
11846,Mondo Cane Soundtrack
11847,Prayer Meetin' Jimmy Smith
11848,A New Kind Of Connie... Connie Francis
11849,The Beatles Song Book The Hollyridge Strings
11850,"(Moving) Peter, Paul & Mary"
11851,The Concert Sound Of Henry Mancini Henry Mancini
11852,David Merrick Presents Hits From His Broadway Hits John Gary
11853,The Fabulous Ventures The Ventures
11854,Today The New Christy Minstrels
11855,Nina Simone In Concert Nina Simone
11856,Miles Davis In Europe Miles Davis
11857,Reflections Peter Nero
11858,It Must Have Been Something I Said! The Smothers Brothers
11859,Topkapi Jimmy McGriff
11860,"Ballads, Blues And Boasters Harry Belafonte"
11861,How The West Was Won Soundtrack
11862,The Lawrence Welk Television Show 10th Anniversary Lawrence Welk
11863,On The Move Trini Lopez
11864,Northern Journey Ian & Sylvia
11865,More Big Folk Hits The Brothers Four
11866,The James Bond Theme Billy Strange
11867,Back Again The Bachelors
11868,Who's Afraid Of Virginia Woolf? Jimmy Smith
11869,The Best Of Mario Lanza Mario Lanza
11870,Something Special For Young Lovers Ray Charles Singers
11871,The Sex Life Of The Primate (And Other Bits Of Gossip) Shelley Berman
11872,The Dave Clark Five Return! The Dave Clark Five
11873,Ellington '65: Hits Of The 60's/This Time By Ellington Duke Ellington
11874,Georges Bizet: Carmen Leontyne Price
11875,Everybody Knows Steve Lawrence
11876,Off The Beatle Track George Martin
11877,Command Performance! Les & Larry Elgart Play The Great Dance Hits Larry Elgart And His Manhattan Swing Orchestra
11878,Hamlet Original Cast
11879,Yesterday's Love Songs/Today's Blues Nancy Wilson
11880,The Merry Widow Original Cast
11881,The Sweetest Sounds Kate Smith
11882,Ring Of Fire (The Best Of Johnny Cash) Johnny Cash
11883,In The Name Of Love Peggy Lee
11884,Academy Award Winners Roger Williams
11885,Joan Baez Joan Baez
11886,Kissin' Cousins Elvis Presley
11887,Little Deuce Coupe The Beach Boys
11888,The 7th Dawn Soundtrack
11889,Chuck Berry's Greatest Hits Chuck Berry
11890,Woody Allen Woody Allen
11891,Bewitched Jack Jones
11892,The Beatles vs. The Four Seasons The Beatles
11893,Great Themes From Hit Films Enoch Light & The Light Brigade
11894,Golden Hits Of The 4 Seasons The 4 Seasons
11895,Robin And The 7 Hoods Soundtrack
11896,Lawrence Of Arabia Soundtrack
11897,This Is The Girl That Is Nancy Ames
11898,Tell Me Why Bobby Vinton
11899,Charade Henry Mancini
11900,Mary Wells Sings My Guy Mary Wells
11901,Back In Town The Kingston Trio
11902,The First Nine Months Are The Hardest! Various Artists
11903,Moms The Word Moms Mabley
11904,I Wish You Love Gloria Lynne
11905,One More Round Glenn Yarbrough
11906,Dead Man's Curve/The New Girl In School Jan & Dean
11907,Ready Or Not...Here's Godfrey Cambridge Godfrey Cambridge
11908,The Many Sides Of The Serendipity Singers The Serendipity Singers
11909,Presenting: The Bachelors The Bachelors
11910,More Golden Hits By The Four Seasons The 4 Seasons
11911,Everlasting Songs For Everlasting Lovers Arthur Prysock
11912,A World Without Love Peter And Gordon
11913,Speak To Me Of Love Ray Conniff
11914,The Great Years Johnny Mathis
11915,Don't Let The Sun Catch You Crying Gerry And The Pacemakers
11916,Reflecting The Chad Mitchell Trio
11917,Chapel Of Love The Dixie Cups
11918,Little Children Billy J. Kramer With The Dakotas
11919,Looking For Love Connie Francis
11920,High Spirits Original Cast
11921,The Wonderful World Of Make Believe Johnny Mathis
11922,Shangri-La Robert Maxwell His Harp And Orchestra
11923,Manhattan Tower/The Man Who Loves Manhattan Robert Goulet
11924,Stay Awhile/I Only Want To Be With You Dusty Springfield
11925,"Days Of Wine And Roses, Moon River, And Other Academy Award Winners Frank Sinatra"
11926,Rita Pavone Rita Pavone
11927,Hollywood-My Way Nancy Wilson
11928,Ain't Nothing You Can Do Bobby Bland
11929,Moms Wows Moms Mabley
11930,The Serendipity Singers The Serendipity Singers
11931,The Carpetbaggers Soundtrack
11932,Call Me Irresponsible Jack Jones
11933,New Orleans At Midnight Pete Fountain
11934,Baja Marimba Band Baja Marimba Band
11935,A Lettermen Kind Of Love The Lettermen
11936,Fade Out-Fade In Original Cast
11937,Another Hit Album! Billy Vaughn And His Orchestra
11938,Dawn (Go Away) And 11 Other Great Songs The 4 Seasons
11939,My Boy Lollipop Millie Small
11940,Showtime James Brown
11941,The American Tour With Ed Rudy The Beatles
11942,Meet The Searchers/Needles & Pins The Searchers
11943,Together Marvin Gaye & Mary Wells
11944,The New Christy Minstrels The New Christy Minstrels
11945,A New Perspective Donald Byrd
11946,Bach To The Blues Ramsey Lewis
11947,"Hello, Dolly! Ella Fitzgerald"
11948,Soul Serenade King Curtis
11949,Belafonte At The Greek Theatre Harry Belafonte
11950,Tom Jones Soundtrack
11951,Sweet & Sour Tears Ray Charles
11952,The Never Ending Impressions The Impressions
11953,Tender Is The Night Johnny Mathis
11954,I'll Search My Heart And Other Great Hits Johnny Mathis
11955,By Request Brenda Lee
11956,"Boys, Boys, Boys Lesley Gore"
11957,The Lettermen Look At Love The Lettermen
11958,Wish Someone Would Care Irma Thomas
11959,Early Hits Of 1964 Lawrence Welk
11960,We Shall Overcome Pete Seeger
11961,True Blue Hank Crawford
11962,Living A Lie Al Martino
11963,Allan In Wonderland Allan Sherman
11964,The Enchanted World Of Ferrante & Teicher Ferrante & Teicher
11965,"Joan Baez In Concert, Part 2 Joan Baez"
11966,Ain't That Good News Sam Cooke
11967,When Lights Are Low Tony Bennett
11968,"Today's Romantic Hits/For Lovers Only, Vol. 2 Jackie Gleason"
11969,"Painted, Tainted Rose Al Martino"
11970,Out On A Limb Moms Mabley
11971,Hear! Hear! The Searchers
11972,Discovery! Vikki Carr
11973,There! I've Said It Again Bobby Vinton
11974,Great Voices Of The Century Various Artists
11975,Dance Discotheque Various Artists
11976,Forever Pete Drake And His Talking Steel Guitar
11977,The Many Moods Of Tony Tony Bennett
11978,The Singing Nun The Singing Nun (Soeur Sourire)
11979,Plays Tunes By Chuck Berry Bill Black's Combo
11980,Tall Cool One The Wailers
11981,I Love You Because Al Martino
11982,The Shelter Of Your Arms Sammy Davis Jr.
11983,"Dimension ""3"" Enoch Light & The Light Brigade"
11984,Pure Dynamite! Live At The Royal James Brown
11985,Suspicion! Terry Stafford
11986,The Italian Voice Of Al Martino Al Martino
11987,The Times They Are A-Changin' Bob Dylan
11988,Come Dance To The Hits Sammy Kaye And His Orchestra
11989,Sinatra's Sinatra Frank Sinatra
11990,"Curb Your Tongue, Knave! The Smothers Brothers"
11991,Hippy Hippy Shake The Swinging Blue Jeans
11992,Meet The Temptations The Temptations
11993,"Gloria, Marty & Strings Gloria Lynne"
11994,Always In My Heart Los Indios Tabajaras
11995,Just For A Thrill Earl Grant
11996,Let's Have A Party The Rivieras
11997,"America, I Hear You Singing Frank Sinatra"
11998,"Her Joy, Her Songs The Singing Nun (Soeur Sourire)"
11999,More Themes For Young Lovers Percy Faith
12000,White On White Danny Williams
12001,Forever Billy Vaughn And His Orchestra
12002,Lilies Of The Field Soundtrack
12003,Stay & Other Great Hits The 4 Seasons
12004,New York Wonderland Andre Kostelanetz
12005,Command Performances Enoch Light & The Light Brigade
12006,The Wonderful World Of Andy Williams Andy Williams
12007,Bobby Vee Sings The New Sound From England! Bobby Vee
12008,What Makes Sammy Run? Original Cast
12009,A Portrait Of Arthur Prysock Arthur Prysock
12010,"The Motor-Town Review, Vol. 2 Various Artists"
12011,Romantically Johnny Mathis
12012,16 Original Big Hits Various Artists
12013,Pain In My Heart Otis Redding
12014,The Voice Of Africa Miriam Makeba
12015,Till The End Of Time Jerry Vale
12016,Any Number Can Win Jimmy Smith
12017,Time To Think The Kingston Trio
12018,Great Folk Themes Percy Faith
12019,The Songs And Comedy Of The Smothers Brothers! The Smothers Brothers
12020,50 Guitars Go Italiano Tom
12021,The Fall Of The Roman Empire Soundtrack
12022,The Solid Gold Steinway Roger Williams
12023,Shangri-La Vic Dana
12024,Time Changes The Dave Brubeck Quartet
12025,Apollo Saturday Night Various Artists
12026,Hey Little Cobra And Other Hot Rod Hits The Rip Chords
12027,(Think Ethnic!) The Smothers Brothers
12028,Mozart: Requiem Mass Boston Symphony Orchestra
12029,Maria Elena Los Indios Tabajaras
12030,Navy Blue Diane Renay
12031,Quiet Nights Miles Davis
12032,The First Hurrah! The Clancy Brothers And Tommy Makem
12033,You Make Me Feel So Young Ray Conniff
12034,The Womenfolk The Womenfolk
12035,The Best Of The Kingston Trio The Kingston Trio
12036,More Of Everything! The Limeliters
12037,Wonderful! Wonderful! Lawrence Welk
12038,It's All In The Game Cliff Richard
12039,Gene Pitney's Big Sixteen Gene Pitney
12040,Judy Collins #3 Judy Collins
12041,"Rick Nelson Sings ""For You"" Rick Nelson"
12042,Fun In Acapulco Elvis Presley
12043,(The) Ventures In Space The Ventures
12044,How Sweet It Is Frank Fontaine
12045,Blue Velvet & 1963's Great Hits Billy Vaughn And His Orchestra
12046,"Um, Um, Um, Um, Um, Um/The Best Of Major Lance Major Lance"
12047,Shut Down Various Artists
12048,Washington Square The Village Stompers
12049,Talk Back Trembling Lips Johnny Tillotson
12050,A Tribute To The All-Time Greats Lawrence Welk
12051,Surfin' Bird The Trashmen
12052,Lonely Guitar Duane Eddy
12053,Becket Soundtrack
12054,10th Anniversary/Limited Edition Roger Williams
12055,Folk Songs Around The World Mantovani
12056,Rome 35/MM Enoch Light & The Light Brigade
12057,I Am The Greatest! Cassius
12058,Reflections Stan Getz
12059,The Beatles With Tony Sheridan And Their Guests The Beatles
12060,The Golden Hits Of Jerry Lee Lewis Jerry Lee Lewis
12061,Bye Bye Birdie Soundtrack
12062,Together Again! Benny Goodman
12063,Jolly What! The Beatles & Frank Ifield The Beatles
12064,Out Of Limits! The Marketts
12065,More Sounds of Washington Square The Village Stompers
12066,Bob Newhart Faces Bob Newhart (Faces Bob Newhart) Bob Newhart
12067,A Stranger On Earth Dinah Washington
12068,Ingredients In A Recipe For Soul Ray Charles
12069,Love Him! Doris Day
12070,The Language Of Love Jerry Vale
12071,West Side Story Original Cast
12072,Perspective On Bud & Travis Bud & Travis
12073,Fabulous Dick Hyman
12074,50 Fabulous Piano Favorites Ferrante & Teicher
12075,Stop The World-I Want To Get Off Original Cast
12076,Beauty And The Beard Al Hirt
12077,Born To Wander The 4 Seasons
12078,Knockers Up! Rusty Warren
12079,Competition Coupe The Astronauts
12080,A Time To Keep: 1963 Chet Huntley & David Brinkley
12081,The Girl Who Came To Supper Original Cast
12082,Ella Fitzgerald Sings The George And Ira Gershwin Ella Fitzgerald
12083,"Joan Baez, Vol. 2 Joan Baez"
12084,Kate Smith At Carnegie Hall Kate Smith
12085,Drag City Jan & Dean
12086,The Original Penetration! And Other Favorites The Pyramids
12087,Guitar Country Chet Atkins
12088,The Impressions The Impressions
12089,Sing A Song with The Kingston Trio The Kingston Trio
12090,Four Days That Shocked The World (narrated by Reid Collins) John Fitzgerald Kennedy
12091,110 In The Shade Original Cast
12092,The Big Sounds Of The Drags! Various Artists
12093,Let's Go! The Ventures
12094,More Trini Lopez At PJ's Trini Lopez
12095,The Freewheelin' Bob Dylan Bob Dylan
12096,That Was The Week That Was (BBC Telecast Tribute on 11/23/1963) John Fitzgerald Kennedy
12097,The Very Best Of Connie Francis Connie Francis
12098,"Oldies But Goodies, Vol. 6 Various Artists"
12099,Everything Is A-OK! The Astronauts
12100,The Best Of Chad Mitchell Trio The Chad Mitchell Trio
12101,Etta James Rocks The House Etta James
12102,The Cardinal Soundtrack
12103,Mantovani/Manhattan Mantovani
12104,Singin' Our Mind The Chad Mitchell Trio
12105,Hit City 64 The Surfaris
12106,Concert For Lovers Ferrante & Teicher
12107,The Presidential Years 1960-1963  (narrated by David Teig) John Fitzgerald Kennedy
12108,Somewhere The Tymes
12109,Oklahoma! Soundtrack
12110,"It's A Mad, Mad, Mad, Mad World Soundtrack"
12111,Forget Him Bobby Rydell
12112,Kismet Mantovani
12113,Sammy Davis Jr. Salutes The Stars Of The London Palladium Sammy Davis Jr.
12114,Lesley Gore Sings Of Mixed-Up Hearts Lesley Gore
12115,"Jonathan Winters' Mad, Mad, Mad, Mad World Jonathan Winters"
12116,This Is Ethel Ennis Ethel Ennis
12117,Woody Herman: 1964 Woody Herman
12118,Heavenly Johnny Mathis
12119,Blue Velvet Bobby Vinton
12120,"My Son, The Nut Allan Sherman"
12121,Robert Goulet In Person Robert Goulet
12122,Hot Rod Rally Various Artists
12123,Modern Sounds In Country And Western Music Ray Charles
12124,Sunday In New York Peter Nero
12125,South Pacific Soundtrack
12126,The Two Sides Of The Smothers Brothers The Smothers Brothers
